6	厌恶中性<p>你也别生气因为杨幂最近被骂得太厉害所以粉丝很敏感<\p>
6	厌恶中性悲伤中性<p>高富帅不一定靠谱啊<\p>
5	厌恶厌恶<p>该死的，后来我要买，你哼哼个啥<\p>
5	中性中性<p>也不见得，现在这个社会流行嘴巴甜，似乎人人都爱虚伪<\p>
3	爱爱<p>琪琪姐姐你不爱我了吗<\p>
1	中性快乐<p>哈哈哈看到tmd这几个字我觉得好嗨啊！！<\p>
1	中性中性悲伤快乐<p>对头。我觉得四娃更适合，喷火哈哈<\p>
5	中性中性厌恶<p>我是用脚投票然后再告诉其他人云南旅游环境多差云南的旅游服务有多差云南的强制消费有多恶心人<\p>
6	中性爱<p>这种不添加防腐剂的寄到你那里应该会坏掉天气太热<\p>
2	爱爱<p>都有保留价值，嗯嗯<\p>
5	厌恶厌恶<p>这有点儿忒孙子了<\p>
3	厌恶厌恶害怕害怕<p>嗯嗯是姐姐可怜的姐姐<\p>
3	爱悲伤<p>算咯！我不行噢。现在都是你们了。<\p>
2	爱中性<p>啊谢谢了，希望有机会亲自看看小叶子，当然能见到诺一霓娜才最开心<\p>
4	中性中性<p>我害怕被千年老参精把我吃了<\p>
1	厌恶厌恶<p>哈哈。好巧。我们00后就喜欢和90后大姐姐玩<\p>
2	厌恶快乐悲伤<p>嗯好吧，好好养养<\p>
1	快乐快乐<p>真的会，我们应该继续住一起呀肯定超开心。如果是咱俩在一块大概就是28过得像18（幼稚哈哈哈<\p>
4	中性害怕<p>保佑我不要痛不然就麻烦了快保佑我啊<\p>
6	爱爱<p>我这也是闲空多…而且也是不少新浪涨的僵尸粉…<\p>
5	厌恶厌恶<p>我人品如何跟你就更没关系了，我又不是你爹，您太关心我了，承受不起，只好拉黑，抱歉！<\p>
6	厌恶厌恶<p>的确是这样的，我大早上的都来蹲点了。还是先好好上课<\p>
2	爱爱<p>哇塞，好给力呀～<\p>
6	中性中性<p>哦哦，好的，谢谢慢慢开始关注啦<\p>
2	中性害怕<p>嗯嗯我还是相当感恩的<\p>
6	中性中性<p>对啊，但是长在牙床里边缘，不容易清洗，日后容易再发炎生事，所以，我就干脆拔了痛快<\p>
2	爱中性<p>不错哈！可以工作家人两不务<\p>
1	爱爱<p>有时候很喜欢俯视众生的感觉<\p>
5	中性厌恶<p>错是开始压根没给我买<\p>
6	快乐快乐<p>我也不知道啊光怪陆离的信息量杂揉在一起我啥时候这么胡思乱想过呢？<\p>
6	害怕中性快乐快乐<p>没事咱们不带他他转账就行了<\p>
5	爱厌恶<p>就是说啊，就见不得人家好，这种思想不好<\p>
4	中性中性<p>还是留个联系方式吧！！！我们的排版好久都没吱声了！！！惊恐<\p>
5	厌恶厌恶<p>我很不喜欢劝我酒的人或者劝我以后男朋友酒的人<\p>
1	快乐中性中性快乐中性<p>幸亏我在广东，够暖和。哈哈哈…<\p>
1	快乐快乐<p>我都把已经有了的小裙子颜色排除23333剩下的就几个颜色了<\p>
1	快乐爱<p>湖边散步，哈哈哈，好像缺了什么<\p>
1	爱快乐<p>谢谢！我也很期待<\p>
6	中性爱<p>等你把植树生出来先再说--<\p>
5	厌恶厌恶<p>你才不是人！<\p>
2	爱中性爱<p>恩  的确是<\p>
3	悲伤中性悲伤<p>也许吧不重要了<\p>
4	中性中性中性<p>好吧！江湖水深，危险重重，谨慎行事！<\p>
4	厌恶中性<p>我已删除评论。表示怕了啊。<\p>
4	中性中性<p>压力略大还是比较紧张的〜<\p>
6	悲伤悲伤<p>话说你今天等的人结果怎样了？<\p>
1	爱中性<p>我感觉红色更好搭配衣服<\p>
2	快乐中性<p>加油加油！！！干吧嗲嘶哟～～<\p>
6	快乐害怕<p>装好了，刚发q给你呢，我明天给你送去吧，明天我正好要出门帮事<\p>
6	中性快乐<p>我是用心感受的。哥们儿。<\p>
1	厌恶厌恶厌恶<p>哈哈哈哈哈    看后面几天的带娃吧<\p>
2	爱爱<p>对的我升天了！<\p>
6	中性中性<p>医生说我月经周期长，排卵期靠后，胎盘还嫩，所以不给我催，我后天去住院。<\p>
2	快乐快乐<p>对没错他就是这样哈哈哈哈<\p>
2	爱快乐<p>谢谢啦！一定要让琪仔记得我呀<\p>
6	爱中性<p>关注我啊！妹<\p>
6	中性中性<p>刚才了解了一下卡贴,是这个意思,卡贴是用硬件方法解决问题,我刷基带是软件解决.<\p>
2	中性爱<p>反正现在就是特别特别的喜欢她。<\p>
2	快乐中性<p>她是个大度的姑娘<\p>
3	害怕中性悲伤<p>阿姨这事，就更让人伤心了，上次一50左右的人，进门就叫我阿姨，靠，我想说你眼睛瞎了吗<\p>
6	爱爱<p>本来我也觉得不高但是我175他比我高<\p>
5	中性中性厌恶<p>那看来是我那个温泉不行<\p>
2	厌恶厌恶厌恶<p>我也不喜欢但是这是她自己的选择了，我就支持她就好了，毕竟亲妈粉<\p>
3	爱快乐中性<p>我要去找艳艳哭诉去<\p>
1	中性中性快乐中性中性<p>是啊哈哈回到家好好休息啊<\p>
3	悲伤悲伤悲伤<p>每一次这样的事件都有发生，px的时候也是如此！这是个说话需要谨慎的社会<\p>
3	厌恶厌恶<p>不理解就很正常<\p>
6	中性中性<p>可以可以，改天去超市搞一波还有混合口味<\p>
1	中性爱<p>甜的总觉得不像是菜像饭后小点心哈哈哈，不过做好了其实也蛮好吃的。<\p>
2	爱爱<p>对啊太好看了！<\p>
1	中性悲伤悲伤<p>懂了，哈哈，谢谢哦！<\p>
2	爱爱<p>你一定是一个懂健康，爱生活的人。<\p>
6	厌恶厌恶中性<p>本来就是全民牛牛的时代了那么多app能正规合理加价昆明我反正不看好也没做<\p>
6	中性中性<p>那我要多关注咯<\p>
1	中性悲伤<p>那是，工作两年，毕业综合症早治好了，哈哈<\p>
3	中性悲伤中性悲伤<p>感同身受。！！！！！！<\p>
5	厌恶厌恶<p>就因为你不喜欢看baby就不拍戏了，别想了<\p>
1	爱爱快乐<p>下周就能见了<\p>
3	中性中性<p>心酸咱不要橘子也不要他了好不好<\p>
5	厌恶厌恶<p>你是说身体上的痛呢，还是心里的呢？<\p>
6	中性中性<p>细雨飘落。真是个奇怪的老缠粉！<\p>
5	厌恶厌恶<p>可以说是全市最难吃了<\p>
6	中性中性<p>是那个<眠>吧，好像国内销量不好。<\p>
5	爱厌恶<p>逻辑不通，漏洞百出，只是让你感觉逻辑性很强，比较观众外行居多。但要承认，电视剧市场运作成功，非常贴合当下的观众人群<\p>
6	爱中性<p>这个底色是晕染出来哒用蓝色和浅绿晕两次，上面花纹再用黑色调蓝色晕开<\p>
2	快乐爱<p>我也想知道啊，五个都喜欢，最重要的是我的两个本命啊<\p>
1	中性快乐<p>别夸我我膨胀<\p>
1	快乐快乐<p>即便如此我还是一个好会计哈哈哈<\p>
5	爱厌恶<p>金毛咬人的视频没看到？只看自己想看的，说自己想说的，人云亦云，廉价的情绪<\p>
1	快乐快乐快乐<p>啊哈哈哈哈哈哈哈别我怕馥甄心碎<\p>
6	中性中性<p>哦不行，我们还有电信号<\p>
5	厌恶厌恶<p>说的什么狗屁不通的玩意，你知道范思哲么<\p>
2	爱中性<p>我喜欢大大的单眼皮或是大大的内双，兔这样的就是标准<\p>
5	厌恶厌恶<p>别扯，还是说一下你对国家有啥担当吧！<\p>
5	厌恶厌恶<p>把虫子拍出绿水恶心<\p>
6	中性中性害怕中性害怕<p>是啊，所以努力给自己安全感。<\p>
3	悲伤悲伤<p>你知道他孤寒到什么程度的吗他应该一个一个月多少工资他就可以剩多少的人来的<\p>
1	快乐快乐<p>哈哈h哈谢谢姣哥<\p>
1	中性快乐<p>既然提高记忆那你就多喝<\p>
6	害怕爱<p>你应该是脂肪瘤，和我的不一样哦。<\p>
2	中性快乐<p>额…我也祝你美梦…<\p>
6	悲伤快乐<p>早说啊，在开会，等回去送你<\p>
6	中性中性<p>小炮仗就是你提前一步比话筒老师改的id么<\p>
5	厌恶厌恶<p>你要不是脑积屎了，不会这么丧心病狂的，我帮你打120，送你去火葬场<\p>
5	厌恶厌恶<p>你喜欢刘鑫你娶他啊<\p>
3	快乐快乐爱<p>太厉害了，我不会抓娃娃【委屈地埋胸了<\p>
2	快乐爱<p>那我估计认错了这个毛衣是超级好看<\p>
3	悲伤中性<p>没办法最后一排全是男生<\p>
6	中性快乐<p>人生是公平的，这里运气好点，那里运气就差点<\p>
3	中性悲伤<p>到你的地盘都没见你这个地头蛇伐开心<\p>
1	中性爱<p>哈哈哈是的。讨厌~<\p>
5	厌恶厌恶<p>既然你都说言论自由了，那我说什么你又何必在意呢。<\p>
2	爱中性<p>一切都不容易嘛！<\p>
6	中性快乐<p>床上躺着准备入睡前的准备<\p>
2	爱中性<p>哎哟喂还是喜欢说实话的你呢～<\p>
3	悲伤中性<p>是实在差距太大了，就不要让大家白费了<\p>
1	中性快乐<p>哈哈没关系~都会好看哒哈哈<\p>
1	悲伤悲伤中性<p>哈哈你快忙你的吧<\p>
6	快乐快乐<p>现在基本平息了，只不过每经过一个路口，有时就要查身份证，<\p>
3	中性厌恶<p>国人太多了，自以为正义的人更多，要好多好多年<\p>
1	快乐快乐<p>哈哈！我以前在集美念书也天天被馋。<\p>
1	中性中性<p>哈哈～好吧～你真大方～<\p>
3	中性中性<p>不知道啊，不好碰吧<\p>
1	爱快乐快乐快乐<p>噢啦~！！一定一起吃火锅！！<\p>
1	爱快乐<p>恢复元气，来来来去给猴紫打call<\p>
3	快乐悲伤<p>以前我也挺滋润的，现在领导非让我管事<\p>
5	中性快乐中性<p>竟然没做激光脱毛？差评！<\p>
6	爱爱爱<p>这首歌是在中国新歌声火的<\p>
1	快乐爱<p>呵呵还行，早睡早起身体好～<\p>
6	中性中性<p>那就走着看，看顺眼了就进去吃<\p>
3	中性爱爱<p>微积分倒是没忘，可是现在小学生的数学题却不会做了。<\p>
5	厌恶厌恶<p>是有少部分粉丝反应太激烈<\p>
4	中性害怕<p>主要我好像有看到喷火，然后就成烟了<\p>
6	快乐快乐<p>那就玩弱智小游戏吧<\p>
6	爱中性<p>我去了，离他不到一米呢！<\p>
6	厌恶厌恶<p>居然是谪仙！！？！？我再试试回去重新看看小说<\p>
2	中性中性<p>好呀，还有您的生日礼物啊~<\p>
6	中性爱<p>还是按你说的做吧<\p>
6	爱爱<p>我一直用的6号<\p>
3	悲伤悲伤悲伤悲伤<p>对啊什么都没了，又要打掉重练，殊不知又是恶性循环的开始<\p>
1	中性害怕<p>哈哈哈哈哈哈全是专业课老师认得脸<\p>
6	爱中性<p>不知道规划是什么，希望不是修房子嘛，可惜了。我们经常周末去嘎，有段日子。<\p>
1	厌恶爱害怕爱害怕<p>哈哈哈哈  干嘛拒绝我<\p>
2	爱快乐快乐<p>ok…早点休息吧…明天要有好的状态啊！<\p>
3	中性中性<p>前几天拍照后来又去爬植物园，确实累成<\p>
1	爱快乐<p>加油输到一定程度就会一直赢的哈哈哈哈<\p>
2	爱爱<p>不求不嫁哈哈哈都要幸福<\p>
4	中性中性中性<p>有看过一些，不过我哪里敢一个人看恐怖片！<\p>
6	厌恶厌恶<p>谢谢啊，我最牛这个事情看来全世界都知道了<\p>
1	爱快乐<p>好的到时候早一点说，我平时工作特别忙，时间不多<\p>
6	中性厌恶爱中性<p>有手机就好，用电脑干嘛<\p>
6	悲伤悲伤<p>嗯嗯，这样看不会懂的，不算剧透<\p>
6	快乐中性<p>他才不要给这个怪阿姨画<\p>
6	爱爱<p>求你给我讲解他的paper到底都是个啥啊每个词都长得像quit<\p>
1	中性中性中性<p>哈哈，哈，哈哈！！！<\p>
2	中性中性<p>相信susan姐一定有标准答案！<\p>
5	爱厌恶<p>好多女孩子都欣赏不来王小波和冯唐，看来你也是个女流氓。<\p>
2	悲伤爱悲伤<p>喜欢就大胆去喜欢不留遗憾<\p>
3	厌恶厌恶<p>人生已经如此的艰难  有些事情就不要揭穿<\p>
6	中性中性<p>对！都是为了你宝宝<\p>
6	厌恶厌恶<p>因为这句话很经典，不觉得吗<\p>
6	中性爱<p>对喔!我居然忘了这件事!妳能不能私信再提醒我一下<\p>
2	悲伤悲伤<p>上位真他娘的好看<\p>
6	厌恶厌恶厌恶<p>你已经替我说了<\p>
2	悲伤爱<p>看到你这么豁达，顿时放心。<\p>
1	中性快乐<p>okok~木有问题！<\p>
3	中性悲伤中性<p>莪不急，可是我的结果就是错过车<\p>
4	害怕快乐<p>没有搭昨晚的飞机恐怖，简直是噩梦。我后半夜醒了以后胃里还是翻江倒海<\p>
1	中性快乐<p>毕竟你从小美到大，现在也是一样美<\p>
6	中性爱快乐中性<p>到app里下脸萌<\p>
1	爱爱<p>恩恩high翻天了呢.<\p>
1	爱悲伤<p>知道啦，你会陪我的！<\p>
5	中性厌恶<p>你咋不说，像不像师傅，自己心里没点b数？<\p>
2	爱中性<p>我好想去北方<\p>
1	爱爱<p>看过图图满地小鹿感觉还有点好笑的哈哈哈<\p>
1	快乐爱<p>喜欢就看的很快啦·哈哈~<\p>
1	快乐爱<p>不会啊！地雷也是有的（尤其游客多的那些），前两次踩中过这次有经验了hhh<\p>
5	快乐厌恶<p>先等切尔西翻盘晋级再说<\p>
3	厌恶厌恶厌恶<p>诶，最近压力太大。还好就要结束了。<\p>
6	中性中性<p>我的天，最近是不是看了蓝色的举重鬼怪<\p>
1	爱爱爱爱爱<p>不经意的一个评就遇到同好啦~哈哈~今晚就看~<\p>
1	悲伤爱<p>那是，笑呵呵迷死小孩子们。咱是大笑什么什么的研<\p>
2	爱爱<p>我看过这个！她的剧我都看过！能进化成朴宝英一样可爱的女孩子是我本人的终极目标了<\p>
1	厌恶中性<p>哈哈解释不出来很搞笑<\p>
5	中性快乐中性厌恶<p>别扯淡！让老汪收了你<\p>
1	快乐中性<p>哦哦哦～好的！么么哒<\p>
5	中性厌恶<p>就是呀这么难看为什么还要败坏凤凰于飞？<\p>
2	中性中性<p>我感觉这次比上次的好太多了<\p>
3	中性快乐中性中性<p>我也是站到博罗的,没办法,<\p>
5	厌恶厌恶厌恶<p>有钱有时间还是给你爹妈买点高香烧烧吧<\p>
6	中性中性爱<p>不要说了再说控制不住该去吃了<\p>
6	爱中性中性<p>你大着肚子，力气活换猴哥上<\p>
2	爱中性爱<p>好的〜〜真认真啊，阿姨你就照做吧，都是为你好！晚安了，亲爱的<\p>
6	中性中性<p>嗯嗯嗯，谢谢亲，还好有你们，你们一说我就放心了<\p>
6	悲伤中性<p>能给你踏实就好了<\p>
5	快乐中性厌恶厌恶<p>穆黑就是感觉自我素质高的但做着低素质的事<\p>
5	厌恶中性<p>但是某人对儿子真的很好，溺爱<\p>
2	中性爱<p>你可以去看看他的书的简介  你看哪本你感兴趣  因为我觉得他的书都好看<\p>
2	厌恶厌恶<p>嗯，最喜欢绝杀的感觉，无论是自己还是助攻，甚至盖帽。<\p>
1	中性中性<p>vsco哪个色我都忘啦哈哈好像是c几<\p>
6	厌恶厌恶<p>无缘无故郑恺都生气。肯定有什么事。看事情不要看表面。<\p>
6	快乐爱<p>我也是…除了约饭…真的不想动<\p>
3	快乐悲伤<p>放假中，无解，等开学可能就好了<\p>
2	爱爱爱<p>不行了想嫁！！<\p>
2	中性中性中性<p>好的谢谢哟！<\p>
6	快乐害怕<p>我又不知道他早上有见到我！别人说他读我短信时有说“更离谱”！！！<\p>
3	悲伤悲伤<p>唉唉，都是伤心的人儿啊<\p>
6	快乐中性<p>不早说！早说嘛我就叫你买了哇！所以我买的都是日本限定，这样也不显得亏<\p>
6	快乐悲伤<p>想吃啥，周黑鸭嘛<\p>
6	中性快乐<p>可能我是得要这么给自己洗脑<\p>
2	中性中性中性中性中性<p>谢谢，那就适当活动锻炼吧。<\p>
3	爱爱<p>可惜儿子没得我真传<\p>
2	中性中性<p>我觉得挺好用的。原来用的研磨碗，南瓜土豆还行，像青菜就有点费劲。<\p>
5	中性中性厌恶厌恶<p>你什么三观？磨磨唧唧没完没了，看来你这人交朋友是用来落井下石的！你有朋友吗？别回来太墨迹了知道吗<\p>
1	爱爱爱<p>年纪越大对型男越把持不住了，哈哈哈<\p>
2	爱快乐<p>我是对段散的真爱<\p>
1	中性中性爱中性<p>么么哒谢谢宝宝<\p>
2	爱快乐中性中性<p>哇偶   膜拜<\p>
1	中性厌恶中性中性中性中性<p>呵呵，既然感谢，你何不不关注我一下呢？<\p>
6	中性中性<p>汪精卫说：中国抗日，是替苏联打仗。<\p>
2	中性爱<p>你也很欧［一口老血］<\p>
2	中性爱<p>对你也很美好猴了不要再说了<\p>
3	厌恶害怕<p>我一跟着唱就开始结结巴巴，崩溃<\p>
6	中性中性<p>下周四大咖秀正好赶上除夕，所以也木了<\p>
1	中性中性<p>是呢，我后天才回克，哈哈<\p>
1	爱快乐快乐<p>嗯嗯要用起来我最近也开始把ae-1用起来了！好久不拍<\p>
1	悲伤快乐悲伤<p>哈哈哈哈大家都是三个我就放心了<\p>
5	悲伤厌恶厌恶<p>别人的家务事？果敢是怎么变成缅甸领土的，有谁能拿出合法证据？<\p>
1	爱快乐<p>好吧，刚才我翻了一遍，确实没发现你拍过，不过我不知道怎么夸你。哈哈<\p>
1	中性快乐<p>嗯呐。然而她也不喜欢我那个哈哈哈<\p>
1	爱快乐爱快乐<p>各位评委比完赛还能记得我真的好惊喜啊<\p>
3	中性快乐快乐爱悲伤<p>这次估计要让你失望了我赶忙拍的<\p>
6	害怕爱<p>真实故事来的不知道现在怎么样了<\p>
2	中性中性中性<p>哦哦好的蟹蟹！<\p>
6	快乐厌恶<p>啊么你说我喝醉<\p>
1	悲伤中性快乐<p>哈哈，takeiteasy阿兄弟<\p>
5	中性厌恶<p>谁叫你前期不压制啊！你们选五个肉不就行了吗？5个围殴他就好了啊。<\p>
6	厌恶厌恶<p>恩恩，是的，但是我没找到怎么用它，囧，我要继续去百度了<\p>
2	中性快乐<p>2张都喜欢更喜欢神女池<\p>
5	厌恶爱<p>不关注还在下面评论，你很棒棒呦<\p>
6	害怕中性<p>嗯，往下空间也不大。<\p>
1	厌恶中性<p>哈哈哈哈哈你不说我都没发现，艺术照这叫<\p>
6	中性悲伤中性<p>你穿的那么厚，点都没觉得肚肚有很不一样哦！<\p>
1	悲伤快乐爱<p>什么都好哈哈哈哈哈<\p>
2	中性中性<p>这一对也蛮严格蛮好笑的，就看271请不请了<\p>
1	中性快乐<p>请柬已就位记得红包<\p>
5	中性中性<p>360就是个渣，什么优化软件跟360一比都好用！<\p>
1	厌恶中性<p>哦情侣头像暴露了一切<\p>
6	中性中性<p>这种情况我也试过。<\p>
1	厌恶快乐快乐<p>那必须滴，可厉害了我！！！<\p>
3	悲伤悲伤悲伤<p>没错.时间并没有想象中伟大.<\p>
1	中性厌恶<p>哈哈！回来给你讲解下怎么穿！！买娃娃？？蹦蹦是个小大人，哈哈<\p>
4	快乐快乐<p>教练说我很久没练记得还可以，我有点后怕，因为每次说我行我都出岔子<\p>
5	中性厌恶中性厌恶<p>近些年，大陆一再向台释放善意，一一被蔡政府拒绝，落得现在这种境地，纯属咎由自取。<\p>
6	中性中性<p>她不是有对象么<\p>
1	快乐快乐<p>可不是么这种笑话也不是随时都有哒<\p>
1	爱快乐<p>对呀～基友见面最幸福了！！左右晚安～<\p>
6	中性中性<p>我是在说反话！<\p>
4	中性爱厌恶<p>我们老师说c语言是最简单的语言我怕是以后都不想打代码了，脑壳子痛<\p>
1	爱爱<p>哇塞，肯定很好玩，我改天也去整一个再<\p>
1	爱爱<p>嘻嘻，有默契哟，我从初中用到现在的qq头像<\p>
4	厌恶快乐<p>别   。我害怕<\p>
3	中性悲伤<p>两个都身体不好，我又独生女，还有我汪，不大愿意现在离开家。舍不得汪<\p>
5	厌恶厌恶<p>抱歉快男是实名制，你不想回我我又没有让你回，彼此都保持点素质，谢谢<\p>
1	中性中性<p>哈哈哈还是祖国母亲好<\p>
6	中性悲伤<p>他没跟我说啊<\p>
1	爱中性<p>有心就够了明天见啊<\p>
3	中性快乐<p>我刘经理一天瘦了六斤，我还嘲笑他呢<\p>
5	中性厌恶<p>我特么是逗逼么？？？？<\p>
1	中性快乐<p>我肯定会去找你蹭饭的放心<\p>
3	悲伤中性<p>嗯嗯！太心痛拉<\p>
6	中性快乐<p>哎呀我也是晕的<\p>
2	中性中性<p>哈哈哈哈单总是我心中永远的霸道总裁！！快去看吧，那个集合里单均昊最瞩目<\p>
6	害怕中性<p>想想家有男仆就会归心似箭<\p>
1	中性悲伤<p>是啊我就是这么厉害<\p>
1	中性快乐<p>就只有初中有人说过哈哈可能那时我还年轻～能有照片这么美丽就好啦<\p>
2	中性中性<p>这还是我近来看过比较走心的片子，虽然也俗套结尾更有言承旭<\p>
6	中性中性<p>谁是谁的真爱<\p>
1	中性快乐中性快乐<p>官方腔本菲不过是真滴开心嘛<\p>
1	害怕害怕<p>嗯嗯，快回家~<\p>
5	中性厌恶<p>看到美女你就控制不住、就忘记自己不能喝酒这回事了！<\p>
6	悲伤中性中性<p>不是没电，满的呢，行如果在出现我在联系你<\p>
1	中性中性快乐悲伤快乐<p>嗯哈哈~这样会很容易把情绪代入到他们的世界里哈哈哈哈哈<\p>
6	快乐快乐<p>不用藏,本来就没得<\p>
2	悲伤悲伤<p>是的，当然会好起来的。<\p>
2	爱爱<p>每个怀揣梦想，而付出行动的人都值得我们尊重<\p>
2	中性中性爱<p>最喜欢武汉和东莞2其次南京s8<\p>
6	中性中性<p>是的我说的是三国呦~<\p>
1	快乐中性<p>哈哈恭喜恭喜了，太不容易了<\p>
1	爱快乐快乐<p>有空看看先嘿嘿！<\p>
5	厌恶厌恶<p>就是欠扁得很办个事紧到都办不好<\p>
1	中性快乐<p>哈哈哈谈恋爱很幸福的看到我幸福的室友们<\p>
1	爱爱<p>哈哈哈哈哈哈哈啊哈哈你必须得走这种事只能我和他做<\p>
5	厌恶厌恶<p>那也不是她的错吧，基因问题，诶，我只能说很多事都阻挡不了世人的眼光，你这是歧视啊亲<\p>
6	中性中性<p>好像是吧，不过肩头上那个是真不能露。以前他不是发过制服照片但是肩头上打马赛克了<\p>
1	中性中性<p>无可救药这是我生活中为数不多的乐趣之一了<\p>
2	中性爱<p>妈妈呀，你真是厉害了！！<\p>
1	爱爱<p>别夸我  会骄傲<\p>
